countryLabel,geometryCountry,continentLabel,geometryContinent,musicFestivalLabel
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q265748
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Jazz in Marciac
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Jazz à Juan
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Banlieues Bleues
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Jazz à Vienne
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Printemps de Bourges
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Les Siestes Electroniques
France,Point(2.0 47.0),Europe,Point(7.0 46.0),La Folle Journée
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Aix-en-Provence Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Les Francofolies de La Rochelle
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Les Rendez-vous de l'Erdre
France,Point(2.0 47.0),Europe,Point(7.0 46.0),I Love Techno
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival de Radio France et Montpellier
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Eurockéennes de Belfort
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Rock en Seine
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Main Square Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival Interceltique de Lorient
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Chorégies d'Orange
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival de Valloires
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q2367532
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q2374449
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival de musique de La Chaise-Dieu
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival de Poupet
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q2401542
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q2388633
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q2411039
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Guitares au Palais
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Villette Sonique
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q2815254
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q2864561
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q2870254
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q2870265
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q2870653
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q2872654
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q2932263
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Massenet Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q2925785
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q2961573
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Charlie Jazz Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3002473
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q2934447
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Concerts de Vollore
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3001798
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3042634
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Electrobeach Music Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3059015
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3059020
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3060705
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069834
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069835
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069846
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069847
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069857
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069858
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069860
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival Berlioz
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069902
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069906
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival Kann Al Loar
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069914
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069920
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069924
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069943
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069950
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Ambronay Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Papillons de nuit
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069975
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069977
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Scopitone Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Soy Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069998
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3069999
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070020
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Yaouank Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070235
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival de Bobital
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival de La Roque-d'Anthéron
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070132
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070252
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070257
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070289
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070162
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070166
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070234
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070332
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070333
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070339
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070344
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Strasbourg Music Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070325
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Forest Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival du chant de marin
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070540
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival du Bout du Monde
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070363
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070371
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070376
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival international Albert-Roussel
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070560
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070612
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070615
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival de Beaune
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070606
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070609
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Besançon International Music Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3077204
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3070630
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3078381
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3095572
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3122714
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3091263
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3092888
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3163343
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Jazz sous les pommiers
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival Jazz à Saint-Germain-des-Prés
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3163363
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Kan ar Bobl
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival des 3 Éléphants
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Aires Libres
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3221295
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3223344
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3223561
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3225831
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3226129
France,Point(2.0 47.0),Europe,Point(7.0 46.0),La Route du Rock
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3211855
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Les Nuits de Nacre
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3234298
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3234761
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Les Escales
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3232517
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Les Massiliades
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3235641
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Les Tombées de la Nuit
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Les Volcaniques de mars
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3236250
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Motocultor Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3285236
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Marsatac
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3328644
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Musique des Lumières
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Musiques Métisses
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Musiques de Rues Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3335617
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3346202
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3354544
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3355247
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Nice Jazz Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3343596
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Nuits Sonores
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3346192
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Paroles et Musiques
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3377895
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3425158
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Rencontres artistiques de Bel-Air
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3425167
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3425171
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Piano aux Jacobins
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Rencontres Trans Musicales
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Rencontres internationales de musique contemporaine
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Prog'Sud
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3437694
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3440503
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Rock Rock Fellah
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3488971
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3488979
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Solidays
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3445721
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3445729
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3506623
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Tempo Latino
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3533618
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Techno Parade
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3549120
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3577526
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3592671
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3593427
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival Woodstower
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q3744025
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Inox Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Musique-Cordiale
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Opera Azuriales
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Opéra de Baugé
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Sonic Protest
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q15077387
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q16034415
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q16034420
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q16034486
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q16011223
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q16024877
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q16024910
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q16034507
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q16034456
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q16034495
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q16034499
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q16034514
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q16034519
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q16034527
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q17354553
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Les Aventuriers
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q18816689
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q19544482
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q19951204
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q19885890
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q19944979
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q19951028
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q19951283
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival des Nuits Romantiques
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q24931150
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q24937276
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q24940547
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q27961680
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q27961758
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival de Buguélès
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q28495287
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Jazz à Porquerolles
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Théodore Gouvy International Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q30737544
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q48010628
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival des Arcs
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q57400707
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q57400776
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q57400790
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q57400939
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q57401215
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Rocktambule de Grenoble
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q57401674
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q57401769
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q57401902
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q57402113
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q57402157
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q57402211
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q57403001
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q58485719
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q58485729
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q58485737
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q62036162
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q62036188
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Sylak Open Air
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Visa Francophone
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Festival des Vieilles Charrues 2016
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Florilège vocal de Tours
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Q86663839
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Elektric Park Festival
France,Point(2.0 47.0),Europe,Point(7.0 46.0),Pic d'Or
Gabon,Point(11.5 -0.683330555),Africa,Point(17.0 1.0),
Georgia,Point(43.733330555 42.016669444),Asia,Point(101.0 39.0),GEM Fest
Georgia,Point(43.733330555 42.016669444),Europe,Point(7.0 46.0),GEM Fest
Georgia,Point(43.733330555 42.016669444),Asia,Point(101.0 39.0),Tbilisi Jazz Festival
Georgia,Point(43.733330555 42.016669444),Europe,Point(7.0 46.0),Tbilisi Jazz Festival
Georgia,Point(43.733330555 42.016669444),Asia,Point(101.0 39.0),Black Sea Jazz Festival
Georgia,Point(43.733330555 42.016669444),Europe,Point(7.0 46.0),Black Sea Jazz Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Love Parade
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Bayreuth Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Zappanale
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Wacken Open Air
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Rock am Ring
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Earthshaker Fest
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Grüner Hügel (Bayreuth)
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q185807
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q185955
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Zelt-Musik-Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Rheinkultur
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Schwetzingen Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Melt! Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Party.San Open Air
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Berliner Festspiele
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Magic Circle Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Aalener Jazzfest
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Schleswig-Holstein Musik Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Summerjam
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),International Beethoven Festival Bonn
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Bachwoche Ansbach
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Moers Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Mayday
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Nature One
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Enjoy Jazz
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Africa Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Bachfest Leipzig
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Bang Your Head!!!
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),JazzFest Berlin
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Total Music Meeting
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Amphi Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Hurricane Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Southside Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Fuckparade
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Summer Breeze Open Air
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Freakstock
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Donaueschingen Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),M'era Luna Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Rockharz Open Air
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q758711
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Rock am See
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Leipziger Jazztage
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),A*Devantgarde
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Bad Hersfelder Festspiele
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Nordischer Klang
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Handel Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Dockville
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Wave-Gotik-Treffen
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Bardentreffen
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q812596
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Bayreuther Osterfestival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q813048
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q816774
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Berlin Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Göttingen International Handel Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Mozart Festival Würzburg
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Time Warp
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),SonneMondSterne
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Force Attack
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Fusion Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Internationale Maifestspiele Wiesbaden
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Jugend jazzt
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Bluesfestival Eutin
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Bochum Total
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q889709
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q892755
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Rock im Park
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q897931
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Palatia jazz
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q996931
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Chiemsee Summer
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Club transmediale
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Choriner Musiksommer
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1092782
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Morgenland Festival Osnabrück
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1157901
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Dark Dance Treffen
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Das Fest
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1169634
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Deichbrand
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Dorfrock
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Dresden Music Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1258586
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Dürener Jazztage
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Jazztage Dresden
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Düsseldorfer Jazz-Rally
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1274295
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Generation Move
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Ebrach Summer Music Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Ruhr in Love
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1281519
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1287905
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Eichenring
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Eifel Music Festival
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1338122
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1378106
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1341032
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Festival Europäische Kirchenmusik
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Weinturm Open Air
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1408565
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1390689
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Pro Musica Nova
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1408720
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1408811
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1426440
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1430083
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Swinging Hannover
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Waldfrieden Wonderland
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1467436
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Sommerliche Musiktage Hitzacker
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1498083
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Jazz Meeting Berlin
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Neuburger Kammeroper
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Fährmannsfest (Hannover)
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1479627
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1521160
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Vision Parade
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Jazzmeile
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1559108
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Thüringer Bachwochen
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Greifswalder Bachwoche
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Hildener Jazztage
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),MDR Musiksommer
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Haldern Pop
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Hallische Musiktage
Germany,Point(10.0 51.0),Europe,Point(7.0 46.0),Q1596467
